seed,dataset,model,method,n_groups,n_samples,accuracy,balanced_accuracy,precision,recall,f1,privileged_positive_rate,unprivileged_positive_rate,demographic_parity_ratio,demographic_parity_difference,privileged_tpr,unprivileged_tpr,privileged_fpr,unprivileged_fpr,tpr_gap,fpr_gap,equalized_odds_gap,fairness_pass,roc_auc,intervention_rate,total_interventions,rolling_avg_dpr,rolling_min_dpr,rolling_fair_rate,rolling_max_eo_gap,rolling_tail_avg_dpr,rolling_tail_fair_rate,rolling_tail_max_eo_gap,accuracy_delta_vs_base,dpr_delta_vs_base,thresholds,coda_threshold_updates,coda_damping_events,coda_lambda_mean,coda_lambda_max,coda_lambda_final,coda_dpr_mean,coda_dpr_std,coda_tau_initial_group_0,coda_tau_final_group_0,coda_tau_mean_group_0,coda_tau_range_group_0,coda_tau_initial_group_1,coda_tau_final_group_1,coda_tau_mean_group_1,coda_tau_range_group_1,coda_tau_initial_group_2,coda_tau_final_group_2,coda_tau_mean_group_2,coda_tau_range_group_2,coda_tau_initial_group_3,coda_tau_final_group_3,coda_tau_mean_group_3,coda_tau_range_group_3,coda_tau_initial_group_4,coda_tau_final_group_4,coda_tau_mean_group_4,coda_tau_range_group_4
42,recruitment_gender,xgboost,multigroup_threshold,3,24238.0,0.989190527271227,0.9841442627647894,0.9841372612495953,0.9737347853939782,0.9789083883432619,0.22851746931067043,0.2706705059646236,1.184463081886514,0.042153036653953174,0.9613065326633166,0.9792929292929293,0.003548287565566183,0.006587615283267457,0.017986396629612766,0.003039327717701274,0.017986396629612766,1.0,0.9994899805380353,0.005487251423384768,133.0,1.4527963332389644,0.0,0.7620678273784965,1.0,1.4499946465036255,0.7622788159417894,1.0,0.0003713177654922628,0.05519932170345143,"{0: np.float64(0.45), 1: np.float64(0.55), 2: np.float64(0.5)}",,,,,,,,,,,,,,,,,,,,,,,,,,,
42,recruitment_gender,xgboost,coda_multigroup,3,24238.0,0.9873751959732652,0.9856929941840532,0.9691845764854614,0.982222934016656,0.9756601972637606,0.24185552407932012,0.27286439051144934,1.128212355496827,0.031008866432129217,0.9904522613065326,0.978030303030303,0.01203332304844184,0.010069640504423114,-0.012421958276229605,-0.0019636825440187255,0.012421958276229605,1.0,0.9994899805380353,0.009447974255301592,229.0,1.386531797701438,0.0,0.7425117583959072,1.0,1.3835931328456725,0.742682321812469,1.0,-0.0014440135324695902,-0.0010514046862355464,,22315.0,3139.0,4.666025623594187,5.0,5.0,0.6842110268668737,0.1480047896785122,0.45,0.4746490706654244,0.43353894476994,0.23999999999999977,0.55,0.43000000000000016,0.45207574193001154,0.23999999999999977,0.5,0.47521002617137215,0.4263183350479634,0.23999999999999988,,,,,,,,
52,adult_race,logistic_regression,base_model,5,6513.0,0.8544449562413634,0.7671712175770207,0.746422893481717,0.5988520408163265,0.6645435244161358,0.08018867924528301,0.2069708947179303,2.581048804717719,0.12678221547264729,0.43023255813953487,0.6103619588360539,0.025454545454545455,0.07024296367572769,0.18012940069651906,0.044788418221182236,0.18012940069651906,1.0,0.9094981660510514,0.0,0.0,0.3750894428284851,0.0,0.2284661446338093,1.0,0.3767534490394436,0.22899582237351077,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,adult_race,logistic_regression,multigroup_threshold,5,6513.0,0.8549055734684478,0.7681278502300819,0.7470261697065821,0.6007653061224489,0.6659597030752916,0.05817610062893082,0.2069708947179303,3.557661865962261,0.14879479408899948,0.36046511627906974,0.6103619588360539,0.01090909090909091,0.07024296367572769,0.2498968425569842,0.05933387276663678,0.2498968425569842,1.0,0.9094981660510514,0.004759711346537694,31.0,0.2793078319672732,0.0,0.17488100721633656,1.0,0.28023083855838626,0.17499613182732476,1.0,0.0004606172270843478,0.9766130612445418,"{0: np.float64(0.5), 1: np.float64(0.6), 2: np.float64(0.4), 3: np.float64(0.55), 4: np.float64(0.2)}",,,,,,,,,,,,,,,,,,,,,,,,,,,
52,adult_race,logistic_regression,coda_multigroup,5,6513.0,0.8481498541378781,0.7351516554549018,0.7775647171620326,0.517219387755102,0.6212179241669858,0.0770440251572327,0.16798418972332016,2.1803662176332983,0.09094016456608746,0.4186046511627907,0.5188076650106459,0.023636363636363636,0.049073851335097424,0.10020301384785518,0.025437487698733788,0.10020301384785518,1.0,0.9094981660510514,0.038845386150775374,253.0,0.2779793207848212,0.0,0.1566098572086596,1.0,0.2788920495546249,0.15658362989323843,1.0,-0.006295102103485273,-0.40068258708442084,,5479.0,2087.0,4.197859665284815,5.0,5.0,0.14384495080865467,0.1147880848286431,0.5,0.6149000000000011,0.5899956277225806,0.23999999981382392,0.6,0.4800000000000002,0.5128972823583604,0.11999999999999988,0.4,0.5199999999999998,0.499441040994933,0.11999999999999977,0.55,0.4300000000000007,0.4494465538461544,0.11999999999999933,0.2,0.3199999999999996,0.2669248218248815,0.11999999999999961
52,adult_race,xgboost,base_model,5,6513.0,0.8756333486872409,0.8031190029095561,0.7866868381240545,0.6632653061224489,0.7197231833910035,0.08490566037735849,0.2166726554078333,2.551922385914481,0.1317669950304748,0.4883720930232558,0.6721078779276083,0.02181818181818182,0.06230454654799134,0.1837357849043525,0.04048636472980952,0.1837357849043525,1.0,0.9298497116237799,0.0,0.0,0.4007444651205949,0.0,0.24458774758175955,1.0,0.40384476270005176,0.24647996286554233,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,adult_race,xgboost,multigroup_threshold,5,6513.0,0.8727161062490404,0.802722227667609,0.7726937269372693,0.6677295918367347,0.7163872733492987,0.07389937106918239,0.2166726554078333,2.931995932752808,0.14277328433865089,0.43023255813953487,0.6721078779276083,0.01818181818181818,0.06230454654799134,0.24187531978807342,0.04412272836617316,0.24187531978807342,1.0,0.9298497116237799,0.00783049286043298,51.0,0.3740105752503903,0.0,0.22600951942269307,1.0,0.3769040502252502,0.2277580071174377,1.0,-0.0029172424382004625,0.38007354683832695,"{0: np.float64(0.5), 1: np.float64(0.55), 2: np.float64(0.2), 3: np.float64(0.75), 4: np.float64(0.2)}",,,,,,,,,,,,,,,,,,,,,,,,,,,
52,adult_race,xgboost,coda_multigroup,5,6513.0,0.8713342545677875,0.7791646246466231,0.8157439446366782,0.6014030612244898,0.6923641703377387,0.09905660377358491,0.1809198706431908,1.8264291703026878,0.08186326686960588,0.5465116279069767,0.5947480482611781,0.02909090909090909,0.0406543180178013,0.04823642035420139,0.011563408926892206,0.04823642035420139,1.0,0.9298497116237799,0.03715645631813296,242.0,0.3616921567770576,0.0,0.20144326731153078,1.0,0.3644903322124364,0.2030017019959771,1.0,-0.004299094119453395,-0.7254932156117933,,5479.0,1662.0,4.1629669890987255,5.0,5.0,0.10017766877574011,0.07033948380395767,0.5,0.6002000000000003,0.581864906231493,0.11999999999999988,0.55,0.43000000000000016,0.4627656774363361,0.11999999999999988,0.2,0.31999999999999995,0.30041927988883244,0.11999999999999994,0.75,0.6300000000000001,0.6493482390100214,0.11999999999999988,0.2,0.2,0.19999999999999998,0.0
52,recruitment_gender,logistic_regression,base_model,3,24238.0,1.0,1.0,1.0,1.0,1.0,0.23950617283950618,0.2695909654317587,1.125611762885178,0.030084792592252524,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.3388879143166506,0.0,0.740902714745441,1.0,1.3389815924014203,0.7410699520423351,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,recruitment_gender,logistic_regression,multigroup_threshold,3,24238.0,0.9999587424705009,0.9999722129598756,0.999839871897518,1.0,0.9999199295379935,0.23950617283950618,0.2695909654317587,1.125611762885178,0.030084792592252524,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.1257529499133594e-05,1.0,1.3391047324543761,0.0,0.7412327749814341,1.0,1.3391988587327492,0.7414006945592856,1.0,-4.1257529499127976e-05,0.0,"{0: np.float64(0.5), 1: np.float64(0.5), 2: np.float64(0.45)}",,,,,,,,,,,,,,,,,,,,,,,,,,,
52,recruitment_gender,logistic_regression,coda_multigroup,3,24238.0,0.9966581401105702,0.996808032743778,0.989982509142948,0.9971172325432415,0.9935370621559084,0.24350382128159906,0.27000413166230547,1.1088291355808344,0.02650031038070641,0.9995090819833088,0.9956577266922094,0.005411255411255411,0.0021683793721127558,-0.0038513552910993676,-0.0032428760391426553,0.0038513552910993676,1.0,1.0,0.003341859889429821,81.0,1.3220466468245498,0.0,0.7355392359105537,1.0,1.322105511639326,0.7356953861418886,1.0,-0.00334185988942981,-0.016782627304343656,,22358.0,3406.0,4.4409758572246805,5.0,2.76213528845994,0.6660723630178221,0.16301607706915058,0.5,0.3801005398715782,0.48522266715990975,0.23999999999999855,0.5,0.4190404226616417,0.41311716118197733,0.23999999999999855,0.45,0.3379854148434741,0.40522270699148305,0.23999999999999955,,,,,,,,
52,recruitment_gender,xgboost,base_model,3,24238.0,0.9872926809142668,0.9810359147404605,0.98228794280143,0.9681294042280589,0.9751572834328117,0.2411522633744856,0.2621539732819171,1.087089001834571,0.0210017099074315,0.9779086892488954,0.961941251596424,0.009121830550401978,0.0038653719242009994,-0.01596743765247144,-0.0052564586262009785,0.01596743765247144,1.0,0.9994204506349437,0.0,0.0,1.303013309725368,0.0,0.7176747256374288,1.0,1.3036670688482077,0.7177939474119398,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,recruitment_gender,xgboost,multigroup_threshold,3,24238.0,0.9877052562092582,0.9827256106509131,0.9796708615682478,0.9724535554131967,0.9760488667416813,0.23433274544385654,0.26869577193224076,1.146642017202061,0.03436302648838421,0.9646539027982327,0.9757343550446999,0.004329004329004329,0.007730743848401999,0.011080452246467143,0.00340173951939767,0.011080452246467143,1.0,0.9994204506349437,0.006601204719861375,160.0,1.3774276133739354,0.0,0.7503919465302418,1.0,1.3769901752015843,0.7501653712584753,1.0,0.0004125752949913908,0.059553015367490136,"{0: np.float64(0.45), 1: np.float64(0.55), 2: np.float64(0.45)}",,,,,,,,,,,,,,,,,,,,,,,,,,,
52,recruitment_gender,xgboost,coda_multigroup,3,24238.0,0.9851885469098111,0.9850569183962452,0.9588336192109777,0.9847853939782191,0.9716362487161253,0.24761904761904763,0.27530643162098883,1.1118144353924548,0.027687384001941207,0.9887088856161022,0.9821200510855683,0.01422387136672851,0.014424436692750071,-0.006588834530533827,0.00020056532602156195,0.006588834530533827,1.0,0.9994204506349437,0.01274857661523228,309.0,1.3178584325948013,0.0,0.7430068487498969,1.0,1.3172978565425528,0.7427650074417066,1.0,-0.002104134004455749,0.024725433557883925,,22128.0,3556.0,4.2861805408220555,5.0,3.4164395695433836,0.677222618671986,0.16257021338875938,0.45,0.33009843289233193,0.4073565292216896,0.23999999999999977,0.55,0.43825726404675713,0.4584405386192091,0.2399999999999996,0.45,0.3841159820195652,0.40327005964677315,0.23999999999999977,,,,,,,,
62,adult_race,logistic_regression,base_model,5,6513.0,0.8420082911100876,0.7517948711334888,0.7117046347211312,0.5778061224489796,0.6378035902851109,0.08193979933110368,0.20963984948933884,2.5584618366249923,0.12770005015823516,0.425,0.5923295454545454,0.02895752895752896,0.08051761322789361,0.16732954545454543,0.05156008427036465,0.16732954545454543,1.0,0.8963651183425848,0.0,0.0,0.3130115752714514,0.0,0.17994779671426378,1.0,0.31496896019541437,0.18087575429367167,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,adult_race,logistic_regression,multigroup_threshold,5,6513.0,0.8421618301857823,0.7555979937475497,0.7067381316998469,0.5886479591836735,0.6423103688239389,0.09866220735785954,0.20963984948933884,2.1248242371970276,0.1109776421314793,0.5,0.5923295454545454,0.03667953667953668,0.08051761322789361,0.09232954545454541,0.043838076548356926,0.09232954545454541,1.0,0.8963651183425848,0.005066789497927222,33.0,0.3610014042710911,0.0,0.2043605097497313,1.0,0.36333005508550464,0.20547733250812317,1.0,0.0001535390756947086,-0.43363759942796465,"{0: np.float64(0.5), 1: np.float64(0.4), 2: np.float64(0.35), 3: np.float64(0.4), 4: np.float64(0.3)}",,,,,,,,,,,,,,,,,,,,,,,,,,,
62,adult_race,logistic_regression,coda_multigroup,5,6513.0,0.8413941348073085,0.7422442789046861,0.7242246437552389,0.5510204081632653,0.6258601955813111,0.1254180602006689,0.18831750582332915,1.5015182464313444,0.06289944562266025,0.6125,0.5482954545454546,0.05019305019305019,0.06685837526959022,-0.06420454545454546,0.016665325076540033,0.06420454545454546,1.0,0.8963651183425848,0.034699831107016736,226.0,0.3556142391462891,0.0,0.1845539689851067,1.0,0.35790121299083716,0.18551756150394555,1.0,-0.0006141563027790564,-1.056943590193648,,5542.0,2276.0,4.211331797942576,5.0,5.0,0.2822547898808728,0.20922450704849033,0.5,0.38,0.552627284947855,0.23999999999999988,0.4,0.28000000000000014,0.34225479306667594,0.23999999999956956,0.35,0.4699999999999999,0.4508056942159636,0.11999999999999994,0.4,0.28000000000000014,0.2984521434914788,0.11999999999999988,0.3,0.18000000000000005,0.27723940044162415,0.2374919464285713
62,adult_race,xgboost,base_model,5,6513.0,0.8694917856594503,0.7894928396029797,0.7817896389324961,0.6352040816326531,0.7009148486981,0.08695652173913043,0.20928149077226305,2.406737143881025,0.12232496903313261,0.5,0.6512784090909091,0.023166023166023165,0.06014857416726575,0.15127840909090906,0.03698255100124259,0.15127840909090906,1.0,0.9224339546233054,0.0,0.0,0.3319763318648872,0.0,0.2017503454629203,1.0,0.33408043469534426,0.20284697508896798,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,adult_race,xgboost,multigroup_threshold,5,6513.0,0.8687240902809765,0.7907294009615979,0.7752895752895753,0.6403061224489796,0.7013622074746769,0.13043478260869565,0.20928149077226305,1.6044914292540167,0.0788467081635674,0.625,0.6512784090909091,0.05405405405405406,0.06014857416726575,0.02627840909090906,0.006094520113211696,0.02627840909090906,1.0,0.9224339546233054,0.006602180254874866,43.0,0.401181850340034,0.0,0.23215108245048366,1.0,0.4038213509615723,0.2334829026767755,1.0,-0.000767695378473765,-0.8022457146270083,"{0: np.float64(0.5), 1: np.float64(0.35), 2: np.float64(0.65), 3: np.float64(0.6), 4: np.float64(0.15)}",,,,,,,,,,,,,,,,,,,,,,,,,,,
62,adult_race,xgboost,coda_multigroup,5,6513.0,0.8636573007830493,0.7640918083613628,0.8052064631956912,0.5720663265306123,0.668903803131991,0.13377926421404682,0.17720838559397958,1.3246326823149974,0.04342912137993277,0.6625,0.5745738636363636,0.052123552123552123,0.043134435657800146,-0.08792613636363633,-0.008989116465751977,0.08792613636363633,1.0,0.9224339546233054,0.034699831107016736,226.0,0.33061155852877744,0.0,0.1685859051128512,1.0,0.3327051030013814,0.16942596317499614,1.0,-0.005834484876401036,-1.0821044615660276,,5542.0,2025.0,4.250581913096883,5.0,5.0,0.31815843560148677,0.22351939643105131,0.5,0.6182635929537375,0.5726358314282685,0.23996889586969766,0.35,0.31234997845865864,0.3240050133810296,0.2399999999999997,0.65,0.7700000000000001,0.6372489939273732,0.23999999999999977,0.6,0.4800000000000003,0.4981049322892679,0.11999999999999966,0.15,0.26999999999999996,0.2515210225702441,0.11999999999999997
62,recruitment_gender,logistic_regression,base_model,3,24238.0,0.9999587424705009,0.9999199231262011,1.0,0.9998398462524023,0.9999199167133819,0.2385989656793606,0.26979431794730685,1.1307438704904862,0.031195352267946258,1.0,0.99974509304104,0.0,0.0,-0.0002549069589600217,0.0,0.0002549069589600217,1.0,1.0,0.0,0.0,1.3847668726150413,0.0,0.7314959980196386,1.0,1.3859576193415677,0.731726475938482,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,recruitment_gender,logistic_regression,multigroup_threshold,3,24238.0,0.9999587424705009,0.9999199231262011,1.0,0.9998398462524023,0.9999199167133819,0.2385989656793606,0.26979431794730685,1.1307438704904862,0.031195352267946258,1.0,0.99974509304104,0.0,0.0,-0.0002549069589600217,0.0,0.0002549069589600217,1.0,1.0,0.0,0.0,1.3847668726150413,0.0,0.7314959980196386,1.0,1.3859576193415677,0.731726475938482,1.0,0.0,0.0,"{0: np.float64(0.5), 1: np.float64(0.5), 2: np.float64(0.5)}",,,,,,,,,,,,,,,,,,,,,,,,,,,
62,recruitment_gender,logistic_regression,coda_multigroup,3,24238.0,0.9966993976400693,0.9963652112808334,0.9915470494417863,0.9956758488148623,0.9936071599808215,0.24165491302303715,0.269587947994772,1.1155905941340076,0.027933034971734827,1.0,0.9931175121080805,0.004013584439641865,0.0021669493122291315,-0.006882487891919475,-0.0018466351274127337,0.006882487891919475,1.0,1.0,0.003341859889429821,81.0,1.3649212228306122,0.0,0.7255961713012625,1.0,1.3660709458061364,0.7258144534479908,1.0,-0.003259344830431554,-0.015153276356478562,,22119.0,3411.0,4.4183462224937635,5.0,5.0,0.6813439782576458,0.1474095816793301,0.5,0.45153607134878304,0.4986374708133772,0.2399999999999996,0.5,0.38000000000001644,0.40815973818666773,0.2399999999999996,0.5,0.4585624650624562,0.42593598622236656,0.2399999999999996,,,,,,,,
62,recruitment_gender,xgboost,base_model,3,24238.0,0.9887366944467365,0.9832111273193278,0.9842660178426602,0.9718129404228059,0.9779998388266581,0.23918664786083685,0.2636032193712595,1.1020816660494723,0.024416571510422674,0.9807881773399014,0.9660973744583227,0.006792219820932387,0.00395703787450537,-0.014690802881578757,-0.0028351819464270166,0.014690802881578757,1.0,0.9994935673981157,0.0,0.0,1.3554239546859415,0.0,0.7175922105784306,1.0,1.3563573349283635,0.7176699189680833,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,recruitment_gender,xgboost,multigroup_threshold,3,24238.0,0.9888604670352339,0.9859089801234193,0.9770041520281061,0.9798206278026906,0.9784103630257478,0.23918664786083685,0.2708949576941597,1.1325672236176467,0.03170830983332287,0.9807881773399014,0.9798623502421616,0.006792219820932387,0.008856227623892972,-0.0009258270977398064,0.002064007802960585,0.002064007802960585,1.0,0.9994935673981157,0.0047446158924003634,115.0,1.3863713642178896,0.0,0.7348791154385675,1.0,1.3873687171110722,0.7349925582933686,1.0,0.00012377258849738393,0.030485557568174393,"{0: np.float64(0.45), 1: np.float64(0.5), 2: np.float64(0.55)}",,,,,,,,,,,,,,,,,,,,,,,,,,,
62,recruitment_gender,xgboost,coda_multigroup,3,24238.0,0.9851060318508128,0.9849490544823218,0.9586776859504132,0.9846252402306214,0.9714782333886387,0.25,0.2741968769347183,1.0967875077388731,0.02419687693471828,0.9926108374384236,0.9801172572011216,0.0172892868169188,0.013284341435839458,-0.01249358023730196,-0.004004945381079343,0.01249358023730196,1.0,0.9994935673981157,0.012459773908738345,302.0,1.3477411809615822,0.0,0.7263388068322468,1.0,1.348658679829512,0.726434595667273,1.0,-0.003630662595923706,-0.005294158310599206,,22218.0,3735.0,4.361973667645172,5.0,5.0,0.6830090260988442,0.14297264687856343,0.45,0.40077786966029405,0.42640664581720644,0.23999999999999977,0.5,0.38,0.409979312491153,0.19523700000000144,0.55,0.46950332925406135,0.4764384752228797,0.23999999999999977,,,,,,,,
